task_name,pct
access computerized financial information to answer general questions as well as those related to specific accounts.,0.0043231002804868
"accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.",0.0017498263040065
act as a liaison between a ship's captain and shore personnel to ensure that schedules and budgets are maintained and that the ship is operated safely and efficiently.,0.0015439643858881
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,0.0054553408301381
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",0.0102930959059211
adapt instructional content or delivery methods for different levels or types of learners.,0.0157484367360592
adapt teaching methods and instructional materials to meet students' varying needs and interests.,0.0052494789120197
adapt text to accommodate musical requirements of composers and singers.,0.0021615501402434
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",0.0060729265844934
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",0.0471423792491186
"administer and score applicant and employee aptitude, personality, and interest assessment instruments.",0.0031908597308355
administer construction contracts.,0.0021615501402434
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,0.0308792877177633
"administer highway planning, construction, or maintenance.",0.0023674120583618
administer online purchasing systems.,0.1134299168832505
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,0.002470343017421
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",0.001955688222125
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",0.0026762049355394
"administer, proctor, or score academic or diagnostic assessments.",0.0420987622552173
advise and teach students.,0.0026762049355394
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",0.0073080980932039
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",0.001955688222125
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.002470343017421
advise clients on financial and legal matters such as investments and taxes.,0.0101901649468618
advise clients on how they could be helped by counseling.,0.0082344767247368
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.0273796351097501
advise corporations on issues involving corporate image projects or problems.,0.001955688222125
"advise customers concerning equipment operation, maintenance, or programming.",0.0026762049355394
advise customers of necessary actions and strategies for debt repayment.,0.0055582717891973
advise customers on use and care of merchandise.,0.0020586191811842
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",0.0030879287717763
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",0.0028820668536579
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.0047348241167237
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",0.0041172383623684
advise or assist in obtaining patents or meeting other legal requirements.,0.0037055145261315
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.0107048197421579
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.0029849978127171
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",0.0026762049355394
advise students on academic and vocational curricula and on career issues.,0.011219474537454
"advise students on academic and vocational curricula, and on career issues.",0.0018527572630657
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0068963742569671
analyze and classify risks and investments to determine their potential impacts on companies.,0.0208949846890198
analyze and evaluate robotic systems or prototypes.,0.001955688222125
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.1760119399912508
analyze and interpret data to increase the understanding of human social behavior.,0.0088520624790921
analyze and interpret news and information received from various sources to broadcast the information.,0.0098813720696842
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.0027791358945986
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0082344767247368
